System Date,11/25/2024 12:59:34 PM
 
Report Type,System,System ID,System Name,Site ID,Site Name,System Type,System IP Address
System,Base System,21,WC1200,1,JADEC,JADEC WC1200-WC2000,192.168.1.3
System,Subsystem 1,31,XT2640-011,1,JADEC,Xitron XT2640,192.168.1.150
 
Report Type,System ID,System Name,Serial Number,System Type,Manufacturer,Model,Calibration Date,Calibration Due,Cal Due (Days),Status
Additional Equipment,31,XT2640-011,2643AD1712002,Xitron XT2640,XITRON,XT2640,2024-03-01,2025-03-01,96,OK
 
Report Type,System,Chassis Serial Number,Chassis Panel,Chassis Index,Collection Hardware ID,Module Serial Number,Manufacturer,Model,Slot,Calibration ID,Calibration Date,Calibration Due Date,Cal Due (Days),Status
Collection Hardware,WC1200,28918155,DAQ 1,-1,23,29033251,NI,9265,3,22609,2024-11-20,2025-11-20,360,OK
Process Interfaces,N/A,N/A,N/A,WC1200,16317,DAQ3A_RTD_009,DAQ3A RTD Input 9,AI,FALSE,TRUE,TRUE,0.000000,1000.000000,Ohms,degF,5146,D5D543,RTD,Pyromation,,2024-11-21,2025-05-21,177,OK
Process Interfaces,N/A,N/A,N/A,WC1200,16318,DAQ3A_RTD_010,DAQ3A RTD Input 10,AI,FALSE,TRUE,TRUE,0.000000,1000.000000,Ohms,degF,5145,D5D53F,RTD,Pyromation,,2024-11-21,2025-05-21,177,OK
Process Interfaces,N/A,N/A,N/A,WC1200,16319,DAQ3A_RTD_011,DAQ3A RTD Input 11,AI,FALSE,TRUE,TRUE,0.000000,1000.000000,Ohms,degF,5143,D5D53C,RTD,Pyromation,,2024-11-21,2025-05-21,177,OK
Process Interfaces,N/A,N/A,N/A,WC1200,16320,DAQ3A_RTD_012,DAQ3A RTD Input 12,AI,FALSE,TRUE,TRUE,0.000000,1000.000000,Ohms,degF,5072,D5D384,RTD,Pyromation,,2024-11-21,2025-05-21,177,OK
Process Interfaces,N/A,N/A,N/A,WC1200,16321,DAQ3A_RTD_013,DAQ3A RTD Input 13,AI,FALSE,TRUE,TRUE,0.000000,1000.000000,Ohms,degF,5140,D31875,RTD,Pyromation,,2024-11-21,2025-05-21,177,OK
Process Interfaces,N/A,N/A,N/A,WC1200,16322,DAQ3A_RTD_014,DAQ3A RTD Input 14,AI,FALSE,TRUE,TRUE,0.000000,1000.000000,Ohms,degF,7906,D2F304,RTD,Pyromation,,2024-11-21,2025-05-21,177,OK
Process Interfaces,N/A,N/A,N/A,WC1200,16323,DAQ3A_RTD_015,DAQ3A RTD Input 15,AI,FALSE,TRUE,TRUE,0.000000,1000.000000,Ohms,degF,5121,D2D86D,RTD,Pyromation,,2024-11-21,2025-05-21,177,OK
Process Interfaces,N/A,N/A,N/A,WC1200,16324,DAQ3A_RTD_016,DAQ3A RTD Input 16,AI,FALSE,TRUE,TRUE,0.000000,1000.000000,Ohms,degF,5120,D2D869,RTD,Pyromation,,2024-11-21,2025-05-21,177,OK
Process Interfaces,N/A,N/A,N/A,WC1200,16325,DAQ3A_RTD_017,DAQ3A RTD Input 17,AI,FALSE,TRUE,TRUE,0.000000,1000.000000,Ohms,degF,1864,D2DDC2,RTD,Pyromation,,2024-11-21,2025-05-21,177,OK
Process Interfaces,N/A,N/A,N/A,WC1200,16326,DAQ3A_RTD_018,DAQ3A RTD Input 18,AI,FALSE,TRUE,TRUE,0.000000,1000.000000,Ohms,degF,4900,D5F0CE,RTD,Pyromation,,2024-11-21,2025-05-21,177,OK
Process Interfaces,N/A,N/A,N/A,WC1200,16327,DAQ3A_RTD_019,DAQ3A RTD Input 19,AI,FALSE,TRUE,TRUE,0.000000,1000.000000,Ohms,degF,1865,D2DDC9,RTD,Pyromation,,2024-11-21,2025-05-21,177,OK
Process Interfaces,N/A,N/A,N/A,WC1200,16328,DAQ3A_RTD_020,DAQ3A RTD Input 20,AI,FALSE,TRUE,TRUE,0.000000,1000.000000,Ohms,degF,1875,D302DE,RTD,Pyromation,,2024-11-21,2025-05-21,177,OK
Process Interfaces,N/A,N/A,N/A,WC1200,16329,DAQ3A_RTD_021,DAQ3A RTD Input 21,AI,FALSE,TRUE,TRUE,0.000000,1000.000000,Ohms,degF,1871,D2FCB9,RTD,Pyromation,,2024-11-21,2025-05-21,177,OK
Process Interfaces,N/A,N/A,N/A,WC1200,16330,DAQ3A_RTD_022,DAQ3A RTD Input 22,AI,FALSE,TRUE,TRUE,0.000000,1000.000000,Ohms,degF,1868,D2FCAE,RTD,Pyromation,,2024-11-21,2025-05-21,177,OK
Process Interfaces,N/A,N/A,N/A,WC1200,16331,DAQ3A_RTD_023,DAQ3A RTD Input 23,AI,FALSE,TRUE,TRUE,0.000000,1000.000000,Ohms,degF,5149,D5E650,RTD,Pyromation,,2024-11-21,2025-05-21,177,OK
Process Interfaces,N/A,N/A,N/A,WC1200,16332,DAQ3A_RTD_024,DAQ3A RTD Input 24,AI,FALSE,TRUE,TRUE,0.000000,1000.000000,Ohms,degF,5148,D5E649,RTD,Pyromation,,2024-11-21,2025-05-21,177,OK
Process Interfaces,N/A,N/A,N/A,WC1200,16333,DAQ3A_RTD_025,DAQ3A RTD Input 25,AI,FALSE,TRUE,TRUE,0.000000,1000.000000,Ohms,degF,5089,D5F0A9,RTD,Pyromation,,2024-11-21,2025-05-21,177,OK
Process Interfaces,N/A,N/A,N/A,WC1200,16334,DAQ3A_RTD_026,DAQ3A RTD Input 26,AI,FALSE,TRUE,TRUE,0.000000,1000.000000,Ohms,degF,5141,D31921,RTD,Pyromation,,2024-11-21,2025-05-21,177,OK
Process Interfaces,N/A,N/A,N/A,WC1200,16335,DAQ3A_RTD_027,DAQ3A RTD Input 27,AI,FALSE,TRUE,TRUE,0.000000,1000.000000,Ohms,degF,5334,D2EC1B,RTD,Pyromation,,2024-11-21,2025-05-21,177,OK
Process Interfaces,N/A,N/A,N/A,WC1200,16336,DAQ3A_RTD_028,DAQ3A RTD Input 28,AI,FALSE,TRUE,TRUE,0.000000,1000.000000,Ohms,degF,1876,D3114A,RTD,Pyromation,,2024-11-21,2025-05-21,177,OK
Process Interfaces,N/A,N/A,N/A,WC1200,16337,DAQ3A_RTD_029,DAQ3A RTD Input 29,AI,FALSE,TRUE,TRUE,0.000000,1000.000000,Ohms,degF,1867,D2F7B1,RTD,Pyromation,,2024-11-21,2025-05-21,177,OK
Process Interfaces,N/A,N/A,N/A,WC1200,16338,DAQ3A_RTD_030,DAQ3A RTD Input 30,AI,FALSE,TRUE,TRUE,0.000000,1000.000000,Ohms,degF,1866,D2F79F,RTD,Pyromation,,2024-11-21,2025-05-21,177,OK
Process Interfaces,N/A,N/A,N/A,WC1200,16339,DAQ3A_RTD_031,DAQ3A RTD Input 31,AI,FALSE,TRUE,TRUE,0.000000,1000.000000,Ohms,degF,1863,D2D865,RTD,Pyromation,,2024-11-21,2025-05-21,177,OK
Process Interfaces,N/A,N/A,N/A,WC1200,16340,DAQ3A_RTD_032,DAQ3A RTD Input 32,AI,FALSE,TRUE,TRUE,0.000000,1000.000000,Ohms,degF,14501,D2E81B,RTD,Pyromation,,2024-11-21,2025-05-21,177,OK
Process Interfaces,N/A,N/A,N/A,WC1200,23572,CTRL-LOOP_OUTPUT_TCV-CW-3A,Control Loop TCV-CW-3A Output,AO,TRUE,TRUE,TRUE,0.000000,100.000000,mA,%,1723,WC1200_TCV-CW-3A,Valve,FISHER,,2018-01-01,2118-01-01,34004,OK
Process Interfaces,N/A,N/A,N/A,WC1200,23573,CTRL-LOOP_OUTPUT_TCV-CH-5A,Control Loop TCV-CH-5A Output,AO,TRUE,TRUE,TRUE,0.000000,100.000000,mA,%,1720,WC1200_TCV-CH-5A,Valve,FISHER,,2018-01-01,2118-01-01,34004,OK
